"companyid","keydevid","transcriptid","headline","mostimportantdateutc","keydeveventtypename","companyname","speakertypename","componenttextpreview","word_count","componenttext"
20726319,653906123,1906791,"Abu Dhabi National Oil Company for Distribution PJSC, Q4 2019 Earnings Call, Feb 12, 2020",2020-02-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Thank you. Thank you, Ahmed. And thank you, Taher. So actually, when we look at the Q4 2018 and 2019. Fuel retail unit margin is up by a couple of fills predominating the fact that we have, not for the full quarter, but for 2 months of the quarter, benefi",89,"Thank you. Thank you, Ahmed. And thank you, Taher. So actually, when we look at the Q4 2018 and 2019. Fuel retail unit margin is up by a couple of fills predominating the fact that we have, not for the full quarter, but for 2 months of the quarter, benefited from the reduction in the supply cost as discussed, specifically 2 fills per liter. We didn't have any inventory losses in Q4 2018 as we still continue benefiting from the backstop guarantee provided by the parent company, ADNOC Group."
20726319,653906123,1906791,"Abu Dhabi National Oil Company for Distribution PJSC, Q4 2019 Earnings Call, Feb 12, 2020",2020-02-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Okay. So on the volume growth, Taher. Yes, go ahead, do you want to ask a question, Taher?",18,"Okay. So on the volume growth, Taher. Yes, go ahead, do you want to ask a question, Taher?"
20726319,653906123,1906791,"Abu Dhabi National Oil Company for Distribution PJSC, Q4 2019 Earnings Call, Feb 12, 2020",2020-02-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","No, no, no, sorry. Yes, I'm just -- go ahead.",10,"No, no, no, sorry. Yes, I'm just -- go ahead."
20726319,653906123,1906791,"Abu Dhabi National Oil Company for Distribution PJSC, Q4 2019 Earnings Call, Feb 12, 2020",2020-02-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","So just to build on what Petri was saying on growth. And coming back to your second question, volume growth. So the free-assisted tuning has been offered beginning November 2019. So what you have seen in Q4 2019 is not the full impact of the free asset tu",173,"So just to build on what Petri was saying on growth. And coming back to your second question, volume growth. So the free-assisted tuning has been offered beginning November 2019. So what you have seen in Q4 2019 is not the full impact of the free asset tuning. So as of January 2020, early Feb, we have seen recovery as expected. So we expect the full benefit of volume recovery to be visible in Q1 2020. The second question you had on the volume was what about Abu Dhabi, what about Northern Emirates. What we can tell you is we have now seen 2 successive quarters of growth in Abu Dhabi market. So Q3 and Q4, which is encouraging. In the Northern Emirates, since the implementation of the free-assisted fueling, we have seen volumes starting to grow as we gain market share. In a nutshell, the like-for-like growth actually is slight growth in pure retail volume overall, including Abu Dhabi. Regarding the question on working capital. Petri, do you want to take it?"
20726319,653906123,1906791,"Abu Dhabi National Oil Company for Distribution PJSC, Q4 2019 Earnings Call, Feb 12, 2020",2020-02-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Yes. So -- yes. In terms of net working capital changes, the big change, of course, was this reduction of 60 days to 30 days in the prime supply cost and an arrangement that we have between the parent company and ourselves. The other element is related to",133,"Yes. So -- yes. In terms of net working capital changes, the big change, of course, was this reduction of 60 days to 30 days in the prime supply cost and an arrangement that we have between the parent company and ourselves. The other element is related to trade receivables. We have seen some uplift in intrarectal. This once again is partly offset by the fact that our receivables due from the various related parties within the ADNOC Group have come down quite substantially towards the end. And the basic message going forward for 2020 is that we expect to have normalized our working capital cycle, both with respect to payables within the group as well as receivables. Of course, we will be working hard to bring down the receivables levels even further."
20726319,653906123,1906791,"Abu Dhabi National Oil Company for Distribution PJSC, Q4 2019 Earnings Call, Feb 12, 2020",2020-02-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Taher, so, just on the volumes, you were asking about Dubai, how is it ...",15,"Taher, so, just on the volumes, you were asking about Dubai, how is it ..."
20726319,653906123,1906791,"Abu Dhabi National Oil Company for Distribution PJSC, Q4 2019 Earnings Call, Feb 12, 2020",2020-02-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Yes, I mean, just some color on Dubai, given that -- I mean, some of these stations have been operating for almost a year now. So you should have a clear picture on the performance?",35,"Yes, I mean, just some color on Dubai, given that -- I mean, some of these stations have been operating for almost a year now. So you should have a clear picture on the performance?"
20726319,653906123,1906791,"Abu Dhabi National Oil Company for Distribution PJSC, Q4 2019 Earnings Call, Feb 12, 2020",2020-02-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Yes. We have a good picture, actually. So we have today 6 stations operating in Dubai. The performance of these stations is very encouraging. The average volume per site in Dubai is higher than the average volume, so close to 20-plus million liters per st",77,"Yes. We have a good picture, actually. So we have today 6 stations operating in Dubai. The performance of these stations is very encouraging. The average volume per site in Dubai is higher than the average volume, so close to 20-plus million liters per station per year, and this compares to abutment roughly 16 million, 17 million liters per station per year. But for competitive reasons, of course, we will not discuss the volume per region, okay."
20726319,653906123,1906791,"Abu Dhabi National Oil Company for Distribution PJSC, Q4 2019 Earnings Call, Feb 12, 2020",2020-02-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Okay.",1,"Okay."
20726319,653906123,1906791,"Abu Dhabi National Oil Company for Distribution PJSC, Q4 2019 Earnings Call, Feb 12, 2020",2020-02-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","So Dubai is clearly adding volume and EBITDA, and this is why this year, we're going to focus on Dubai, delivering 2025 new stations in Dubai it's an unpenetrated market, a lot of cues, and we have already secured the land, and we are coming clearly to do",60,"So Dubai is clearly adding volume and EBITDA, and this is why this year, we're going to focus on Dubai, delivering 2025 new stations in Dubai it's an unpenetrated market, a lot of cues, and we have already secured the land, and we are coming clearly to do buy. And you will start to see this by end of Q1."
20726319,653906123,1906791,"Abu Dhabi National Oil Company for Distribution PJSC, Q4 2019 Earnings Call, Feb 12, 2020",2020-02-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Okay, perfect. And just on the last one, in terms of [indiscernible].",12,"Okay, perfect. And just on the last one, in terms of [indiscernible]."
20726319,653906123,1906791,"Abu Dhabi National Oil Company for Distribution PJSC, Q4 2019 Earnings Call, Feb 12, 2020",2020-02-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","yes, Saudi question.",3,"yes, Saudi question."
20726319,653906123,1906791,"Abu Dhabi National Oil Company for Distribution PJSC, Q4 2019 Earnings Call, Feb 12, 2020",2020-02-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","So as you pointed out, we've seen good positive development with regulators. In Saudi, as they've increased the fuel margin. So that's obviously good. It's been very good news for us, makes investment in this sector, much more attractive. But opportunitie",204,"So as you pointed out, we've seen good positive development with regulators. In Saudi, as they've increased the fuel margin. So that's obviously good. It's been very good news for us, makes investment in this sector, much more attractive. But opportunities that really opened up for players like yourselves, which bring economies of scale and size, that's important, the economies of scale and size, and it's not for the smaller players. So under this new regime, the IRR that we expect from expansion in the Saudia is expected to clear a minimum hurdle rate of 15%. And as I mentioned earlier today, we're in advanced stages of establishing a legal structure as well as an operating entity in Saudi. And currently in discussion with several players, including landlords and fuel operators to grow organically or through any actions that we intend to make. As far as the business line and our strategy for the child market going forward. We have full clarity. So our investment proposals that I mentioned this morning, they're under review by the investment committee. Once we get the necessary approvals, we're going to make the announcement at the appropriate timing. So your other question was Saudi Aramco in totality, right?"
20726319,653906123,1906791,"Abu Dhabi National Oil Company for Distribution PJSC, Q4 2019 Earnings Call, Feb 12, 2020",2020-02-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Yes. I mean, it is getting more competitive when you have -- I mean, just imagine, I mean, ADNOC distribution in the UAE. I mean, it's a very similar, I mean, beast, which is Aramco doing fuel retail with Total. And then you have also some of the existing",119,"Yes. I mean, it is getting more competitive when you have -- I mean, just imagine, I mean, ADNOC distribution in the UAE. I mean, it's a very similar, I mean, beast, which is Aramco doing fuel retail with Total. And then you have also some of the existing players like ALDREES really talking about a very aggressive expansion now given that the margin structure has changed. ENOCs already there. So I just want to get your thoughts on -- I mean, how lucrative is Saudi for you? I mean, especially that you're coming from a very low base. I mean, you're still just testing the waters so far, you haven't gone into the market on a proper expansion."
20726319,653906123,1906791,"Abu Dhabi National Oil Company for Distribution PJSC, Q4 2019 Earnings Call, Feb 12, 2020",2020-02-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","But we've said it the waters. We had a couple of pilot sites. We took the results. We took the study. Now we know what we're doing, as I said, we're in advanced stages. It's a large, fragmented market. There is much, much room for many potential competito",213,"But we've said it the waters. We had a couple of pilot sites. We took the results. We took the study. Now we know what we're doing, as I said, we're in advanced stages. It's a large, fragmented market. There is much, much room for many potential competitors and as well as ourselves, of course. So it's a very underdeveloped customer offering in a lot of these players, including ourselves, are going to consolidate the market. Because the intention as to how the margin under the new margin regime is to encourage consolidation. So again, we're very, very well placed. We know that our experience and strength in the brand that we -- the brand offering as well as how we are perceived in the Saudi market, this can be leveraged to capture growth. And we can take our customer experience and offering in that market. The customers there know us well, and we're very, very confident we're going to be successful. So we've got the balance sheet strength. Once again, we're going to grow our network organically or acquire small players. We have the balance sheet to do that. But we're in discussions, proposals about to clear, hopefully, the investment committee. So soon, we're going to make some good exciting announcements."
20726319,653906123,1906791,"Abu Dhabi National Oil Company for Distribution PJSC, Q4 2019 Earnings Call, Feb 12, 2020",2020-02-12,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Operator","[Operator Instructions] We will now take the next question from Faisal Al Azmeh from Goldman Sachs.",16,"[Operator Instructions] We will now take the next question from Faisal Al Azmeh from Goldman Sachs."
