"companyid","keydevid","transcriptid","headline","mostimportantdateutc","keydeveventtypename","companyname","speakertypename","componenttextpreview","word_count","componenttext"
20726319,631495134,1791139,"Abu Dhabi National Oil Company for Distribution PJSC, Q2 2019 Earnings Call, Aug 05, 2019",2019-08-05,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Yes. Regarding the rollout of retails stations in UAE, and in particular, in Dubai. As Mohammed stated, we have 18 stations in advanced phase of execution and we are in the process of accelerating even further. And finally in terms of CapEx and growth Cap",98,"Yes. Regarding the rollout of retails stations in UAE, and in particular, in Dubai. As Mohammed stated, we have 18 stations in advanced phase of execution and we are in the process of accelerating even further. And finally in terms of CapEx and growth CapEx in particular, as he indicated at the Capital Markets Day, 80% to 85% of our CapEx overall is really allocated for growth. We are very, very strict in terms of managing also our maintenance CapEx and this is expected to be in the range of $30 million to $40 million this year only."
20726319,631495134,1791139,"Abu Dhabi National Oil Company for Distribution PJSC, Q2 2019 Earnings Call, Aug 05, 2019",2019-08-05,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Operator","We will now move to our next audio question from Taher Safieddine from Citi Bank.",15,"We will now move to our next audio question from Taher Safieddine from Citi Bank."
20726319,631495134,1791139,"Abu Dhabi National Oil Company for Distribution PJSC, Q2 2019 Earnings Call, Aug 05, 2019",2019-08-05,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","A couple of questions from my end. First to start with in terms of the fuel retail business. Just seems that you're opening your stations but just looking at the throughput per station, it's down 11% year-over-year in Q2, it was down around 9% year-over-y",365,"A couple of questions from my end. First to start with in terms of the fuel retail business. Just seems that you're opening your stations but just looking at the throughput per station, it's down 11% year-over-year in Q2, it was down around 9% year-over-year in Q1 2019. I was just trying to get the color that, I mean, the throughput per station is not stabilizing and it's still negative. So I just want to hear your thoughts on that. And I mean, maybe you can elaborate more that as you open maybe more stations in Dubai, less cannibalization, higher throughput, so any color on how we are moving into H2 in terms of throughput per station would be helpful. And if you can also give us some detail on how then the stations in Dubai have been faring, at least the ones that you have opened 6 to 9 months ago. So that's my first question. My second question is on the ADNOC Flex. Just looking at the press releases overall, it seems that you've waved the Flex in July for everyone and for a couple of customers in August. I mean, I just -- I don't know, correct me if I'm wrong, just seems to be counterintuitive to push out Flex during the summer months when should expect seasonality at least to the penetration, so I just want to understand what's the rationale behind that. And we're just still hearing the 15% to 20% penetration since the beginning of the year. I mean, is it taking much more time? I mean, is there any change in terms of the focus of how you're approaching Flex, especially that with expansions in Dubai, my guess is that you wouldn't be rolling out Flex because your competition is not charging premium services. I'll just leave it there and maybe if I get the chance, I'll ask more. And just one follow-up. Can we get a breakdown of the retail revenue between fuel and nonfuel? Just for us to get a better understanding on how the gross margin is doing primarily on the C-Stores, which is an area that you've been executing well. I'll leave it there."
20726319,631495134,1791139,"Abu Dhabi National Oil Company for Distribution PJSC, Q2 2019 Earnings Call, Aug 05, 2019",2019-08-05,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Taher, this is Athmane. So we're going to start on the 4 questions. So first of all, on the split of revenues and gross profit, we don't have it. We have not provided numbers but you have the performance of the C-Stores in the in their release actually, a",215,"Taher, this is Athmane. So we're going to start on the 4 questions. So first of all, on the split of revenues and gross profit, we don't have it. We have not provided numbers but you have the performance of the C-Stores in the in their release actually, and you have yes, the revenues Page 10, you have the store revenues and of H1, $107 million, with gross profit of $32 million, which brings, if I'm correct, 30% gross margin, plus 100 basis points versus last year. So this is for the, I would say, nonfuel performance because nonfuel is mainly the convenience store as you know. Regarding your question on the throughput per station. So throughput per station is total volume divided by the total of stations that we have. As you know, the retail volumes are down 4.9% year-on-year and the number of stations are up 4.4%, which gives you the 10% decline in the throughput per station. Then I will hand over to Mohamed on the performance of the Dubai stations. But what we expect in a nutshell is in the second half with the new stations in Dubai, where we will have additional volume, higher market share that the volumes will be higher than what we had in the first half."
20726319,631495134,1791139,"Abu Dhabi National Oil Company for Distribution PJSC, Q2 2019 Earnings Call, Aug 05, 2019",2019-08-05,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Very good. Thanks, Athmane. So that's a valid question. By the end of the second quarter, we had 4 stations operating in Dubai. And as we speak, just this past week, we opened up 2 additional stations, again in Dubai. As far as the performance of these st",107,"Very good. Thanks, Athmane. So that's a valid question. By the end of the second quarter, we had 4 stations operating in Dubai. And as we speak, just this past week, we opened up 2 additional stations, again in Dubai. As far as the performance of these stations, it's very encouraging. Average volume per site in these stations in Dubai is higher than the average volume per site, which is close to about 20 million to 25 million liter per station per year in our stations in Abu Dhabi and the Northern Emirates. So specifically as volumes go by regions, we don't disclose this for competition reasons."
20726319,631495134,1791139,"Abu Dhabi National Oil Company for Distribution PJSC, Q2 2019 Earnings Call, Aug 05, 2019",2019-08-05,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Anything else, Taher?",3,"Anything else, Taher?"
20726319,631495134,1791139,"Abu Dhabi National Oil Company for Distribution PJSC, Q2 2019 Earnings Call, Aug 05, 2019",2019-08-05,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Yes. Yes, just -- let's exclude by look at our product portfolio that you guys have. I mean, Mona place to position in Abu Dhabi in a very large market share in Northern Emirates. I mean, are you seeing I mean -- stability excluding to buy in terms of the",101,"Yes. Yes, just -- let's exclude by look at our product portfolio that you guys have. I mean, Mona place to position in Abu Dhabi in a very large market share in Northern Emirates. I mean, are you seeing I mean -- stability excluding to buy in terms of the throughput per station at least? I mean should we expect H2 at least to go back to, I don't know, maybe flat volumes year-over-year? And then hopefully, try to buy the end of the year and then hopefully try to, by the end of the year, stabilize this fuel volume decline?"
20726319,631495134,1791139,"Abu Dhabi National Oil Company for Distribution PJSC, Q2 2019 Earnings Call, Aug 05, 2019",2019-08-05,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Yes. Well, this is the guidance. What we said is that for the remainder of 2019, we believe that we will have low single-digit year-on-year growth in the fuel volume in the second half of 2019. This will be driven by better perspective in Abu Dhabi, we be",138,"Yes. Well, this is the guidance. What we said is that for the remainder of 2019, we believe that we will have low single-digit year-on-year growth in the fuel volume in the second half of 2019. This will be driven by better perspective in Abu Dhabi, we believe, and even the Corporate business, which is early cycle versus the retail have seen improving volumes as you have seen in the first half [ plus ] 5.5% So one is Abu Dhabi and the second is driven by Dubai. We have clearly said that in the first half, we anticipated that the market overall will be difficult, and we were anticipating a better prospect, even it's just a low-single-digit growth but better prospects versus H1. Regarding your question on Flex part and we have -- and go ahead, sorry."
20726319,631495134,1791139,"Abu Dhabi National Oil Company for Distribution PJSC, Q2 2019 Earnings Call, Aug 05, 2019",2019-08-05,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","No. No. Go ahead. It's actually the Flex that I want to follow up on.",15,"No. No. Go ahead. It's actually the Flex that I want to follow up on."
20726319,631495134,1791139,"Abu Dhabi National Oil Company for Distribution PJSC, Q2 2019 Earnings Call, Aug 05, 2019",2019-08-05,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Okay. Yes. On Flex, Mohammed will answer this question just now. And especially your question was why you have been talking about Flex, and we discussed this together sometimes back and why you are launching new promotions, et cetera. So I guess that Moha",52,"Okay. Yes. On Flex, Mohammed will answer this question just now. And especially your question was why you have been talking about Flex, and we discussed this together sometimes back and why you are launching new promotions, et cetera. So I guess that Mohamed is the right guy to answer this question."
20726319,631495134,1791139,"Abu Dhabi National Oil Company for Distribution PJSC, Q2 2019 Earnings Call, Aug 05, 2019",2019-08-05,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","So thanks, Athmane. The 15% to 20% penetration is still applicable. What's encouraging is that compared to first quarter 2019, our retail volumes in the second quarter have been slightly up. So as you alluded to, we've launched promotions such as Good Mor",464,"So thanks, Athmane. The 15% to 20% penetration is still applicable. What's encouraging is that compared to first quarter 2019, our retail volumes in the second quarter have been slightly up. So as you alluded to, we've launched promotions such as Good Morning UAE, that was one. And Fuel Up and Fly Off, that was the second one. These promotions, the intent there was to improve our loyal customer base. So we're also working in parallel on an in hand rewards program as well as a seamless payment system all in order to provide superior customer experience. Now this is where our current promotion, the 11 to 5 campaign that you alluded to, month 1 was to encourage sign-ups. You all customers pulling our previous solicitations were offered the service for free. But month 2, our interns are pushed to get people to sign up for the digital rewards program that we are planning to roll out during Q3. The idea was to encourage our customers more strongly to remove it from our customers over not signing up for the program. Hence, it is no longer free for a certain segment of customers and it continues to be free for those who are signing up for the ADNOC Wallet, that's basically a digital platform. But again, the idea is to drive our customers to move into our loyalty scheme. More details of that will be provided shortly but we are deciding in the phase -- in the final phase designing and ADNOC rewards program and all of our moves are calculated from a ADNOC rewards program. Okay. As far as the summer promotion, the Hello Summer, third quarter of 2019, this has again encouraged our customers to adopt our digital platform, which allows us, our marketing initiatives, to lay the groundwork for the upcoming rewards program. Again, all of it is towards providing a superior experience to our customers. Now what do we expect out of this digital platform? Simple, create customer stickiness. Once they have signed up, we incentivize their constant return and ultimate loyalty to ADNOC Distribution. We expect this to improve the convenience store as well as the allied services Wallet bit. The way the Rewards program is being designed, it will incentivize fuel premiumization, moving up from [ 95 to 98 ] for instance as well as an overall uplift in volumes. It's also complements the expansion at the moment, both in Dubai as well as in Northern Emirates, which is where true organic growth in terms of volumes will come from. In addition to all this, we continue to work on overhauling our total customer experience. We have a vision, that is to be the best-in-class fuel and nonfuel retailer, and we're making very, very good strides against that."
20726319,631495134,1791139,"Abu Dhabi National Oil Company for Distribution PJSC, Q2 2019 Earnings Call, Aug 05, 2019",2019-08-05,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Operator","[Operator Instructions]",2,"[Operator Instructions]"
20726319,631495134,1791139,"Abu Dhabi National Oil Company for Distribution PJSC, Q2 2019 Earnings Call, Aug 05, 2019",2019-08-05,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","We have a question, operator, from the webcast, if I may.",11,"We have a question, operator, from the webcast, if I may."
20726319,631495134,1791139,"Abu Dhabi National Oil Company for Distribution PJSC, Q2 2019 Earnings Call, Aug 05, 2019",2019-08-05,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Operator","Yes, of course.",3,"Yes, of course."
20726319,631495134,1791139,"Abu Dhabi National Oil Company for Distribution PJSC, Q2 2019 Earnings Call, Aug 05, 2019",2019-08-05,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","So the question we have is -- thank you. So the question we have is what was the magnitude of impairment in the other Flashlight services segment in Q2 as referenced in the footnote in the Slide Number [ 20. ] So Petri, if you can perhaps answer the quest",50,"So the question we have is -- thank you. So the question we have is what was the magnitude of impairment in the other Flashlight services segment in Q2 as referenced in the footnote in the Slide Number [ 20. ] So Petri, if you can perhaps answer the question?"
20726319,631495134,1791139,"Abu Dhabi National Oil Company for Distribution PJSC, Q2 2019 Earnings Call, Aug 05, 2019",2019-08-05,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Yes. To clarify this, this is the base for the EBITDA by segment, the footnote, this is talking about an impairment charge and the quantification is USD 7.8 million as illustrated those are in the notes to our audit finances under the cash flow statement.",52,"Yes. To clarify this, this is the base for the EBITDA by segment, the footnote, this is talking about an impairment charge and the quantification is USD 7.8 million as illustrated those are in the notes to our audit finances under the cash flow statement. So USD 7.8 million is the impact."
